id,X4,X11,X18,X50,X26,X3112
195066138,0.43066488017921856,-187.45465648969073,-108537.79060375603,-40.534111818132644,7721.265000837213,486141.8024544133
195524180,0.40567374844026755,-27.69397559106588,-22450.92466342484,-54.686149097775214,-10438.435118346018,9389853.435041144
172220512,0.5660888716199544,-30.796372837067736,-59355.36328605483,-29.601173013055575,-6330.781887486843,4345053.643924666
195824490,0.5578998291214274,163.98576403212314,-8452.429908357713,126.39500392338219,-9287.528937540234,9245.56331370771
191793047,0.40412955486805147,-469.01531347648233,-8323.197276235187,-40.71695500121993,2828.743205705576,4896268.4738686485
117837690,0.5041048620555255,65.58810250721282,22726.075745162125,64.1264735199096,2906.7761939742036,-868217.640261235
174274409,0.48386422934931134,181.0541690071507,161846.14155040783,90.58850383562915,2300.573208878214,-2232844.358643362
196250593,0.5311279057558531,54.8691457879973,-12266.496384039005,46.88401519899041,5595.691361474881,-1744926.278064461
195252559,0.49232852727063126,159.85118819459862,63806.28588371953,116.63583780417395,-3871.5880300603962,-1964217.7324379883
194013585,0.5661526980364227,-44.45305004950032,101011.53341981379,64.46632335263983,4502.928306975428,1269453.1926445651
155583371,0.5800358058227743,676.4719375905689,-2438.44312196604,70.52481156410005,5030.858512326737,-2612585.62411574
194653562,0.4714390507244409,-101.73801092627434,-16027.142662313898,14.102759126224896,-522.737797595169,2064816.3661798327
194689725,0.6052511411264717,604.1407321672262,65928.29381628748,4.837431480658363,-3849.3356243960457,-2468459.026814983
195786981,0.48973206680646864,256.1049243493625,-76922.3819345375,-49.25645767394843,1909.3721566307618,260900.8964361587
193923267,0.4185807062449776,-256.8703768559793,-43223.52471769944,-62.48577998319321,-15689.03779889515,4426432.195132677
192005390,0.5726034445031676,492.8029008351475,5380.487602824658,-25.35282411800274,2573.9286355431036,-1831272.4788361834
153982947,0.5651117030151718,129.4012757433243,-16739.921763969243,28.321849695255146,-1079.931059648758,-4069015.6718889954
41747155,0.5278237128244831,605.1695932676757,54172.18669503421,30.295300554768428,2020.3297675748222,1052404.5383382242
147931015,0.5627553317590885,45.51052220573132,40269.80199619123,44.83387192863016,-12714.602553110102,-65907.09496791748
