id,X4,X11,X18,X50,X26,X3112
195066138,0.4406356731792868,23.910730948498934,-33.58139960954097,1.9244815197149774,-219.88491842694992,-2703.16815844357
195524180,0.43832283087839174,12.207538989445636,-109.34348877109174,1.9244815197149774,-685.8202721402209,-30181.336566400274
172220512,0.5688970834479659,19.26525560445039,-34.23077798471027,1.9244815197149774,41.37089532725512,12799.17965357145
195824490,0.5654498295885672,21.36449253834296,-15.495358623606549,1.9244815197149774,-257.9966050963114,1917.854449139341
191793047,0.4394265102111759,22.66605714457474,-7.081260407787723,1.9244815197149774,1384.2185488252214,1950.2120538353586
117837690,0.5097425530566189,19.26525560445039,52.26504842605642,1.9244815197149774,36.74566513870299,1917.854449139341
174274409,0.4673767831426831,-129.60073070873662,-45.39094878322827,1.473252146809621,-685.8202721402209,2135.692059738738
196250593,0.5180817167143998,22.280760037515936,100.56746267868088,1.9244815197149774,1123.2952021239878,1151.0308382761373
195252559,0.4961778869872098,21.57262419582208,-17.164047099462824,1.9244815197149774,439.53865944760423,-2975.9392541406614
194013585,0.5822679556692949,0.359523262736826,-118.08256460835831,1.9244815197149774,-1033.4297722190352,1651.236169471847
155583371,0.5832609288796496,19.26525560445039,274.66910180271225,1.9244815197149774,1059.026316479319,3085.7270602885797
194653562,0.5049982113699657,-88.49066241409663,-61.78023852681425,1.9244815197149774,-328.8435580544239,1917.854449139341
194689725,0.6224809666515757,-10.98488831838809,1.5772681239061086,1.9244815197149774,231.75942001664967,1917.854449139341
195786981,0.48547242934325774,4.360702663852561,-106.02861652613635,1.9244815197149774,-587.1020286396273,1917.854449139341
193923267,0.4171211127562983,-91.99455512286305,913.3613209455077,1.9244815197149774,3294.56312324528,-397040.9008622161
192005390,0.5467906337672065,19.26525560445039,5.982243371358168,1.9244815197149774,1008.806608374095,1917.854449139341
153982947,0.573789450880987,18.020581800526198,-31.82030739345171,1.9244815197149774,327.84411483474025,-1598.7375847819533
41747155,0.5463746231565372,19.26525560445039,-58.59472455033433,1.9244815197149774,59.021178592062206,1917.854449139341
147931015,0.6085953358168358,5.5038396188036645,-72.02903582596147,1.9244815197149774,-161.91191027822106,1917.854449139341
183327013,0.5459577262411082,-20.28968463633253,58.10831088602215,1.9244815197149774,487.51601263951795,2135.692059738738
